RegistrationNumber,AircraftCategory,Make,Model,AmateurBuilt,NumberofEngines,EngineType,takeoff_max_weight,AirportCode
 N5950X , Helicopter , Taylorcraft , BC12-D , No ,1, Reciprocating ,4299, AZ89 
 N64257 , Helicopter , Stinson , 108-1 , No ,1, Reciprocating ,1455, PNS 
 N1154J , Helicopter , Piper , PA-28-235 , No ,1, Reciprocating ,3968, X61 
 N140JM , Helicopter , Cessna , 172RG , No ,1, Reciprocating ,3399, TKA 
 N206AK , Helicopter , Liberty Aerospace Inc. , Liberty XL-2 , No ,1, Reciprocating ,1455, KHEG 
 N61WT , Helicopter , Cessna , 172S , No ,1, Reciprocating ,3000, KVGT 
 N600XL , Helicopter , Piper , PA-28-140 , No ,1, Reciprocating ,1499, MOB 
 N397A , Helicopter , Sargent Jonathan , Varieze , Yes ,1, Reciprocating ,2649, 24PA 
 N888CF , Helicopter , Holmgreen , RV-6A , Yes ,1, Reciprocating ,3968, CDH 
 N1949W , Helicopter , Eurocopter , AS 350 BA , No ,1, Turbo Shaft ,3600, FIT 
 N69PM , Helicopter , Stump , Rotorway Exec 90 , Yes ,1, Reciprocating ,3600, SYV 
 N9918T , Helicopter , Cessna , 170B , No ,1, Reciprocating ,2899, 06C 
 N64382 , Helicopter , Piper , PA-46-500TP , No ,1, Turbo Prop ,4570, SGF 
 N5QE , Helicopter , Boeing , B-727 ,  ,  ,  ,3600, AIK 
 N565CH , Helicopter , McDonnell Douglas , DC-10-30F ,  ,  ,  ,1600, ABI 
 N5852S , Helicopter , Beechcraft , J35 , No ,1, Reciprocating ,3600, IPL 
 N566JH , Helicopter , Columbia , LC41-550FG , No ,1, Reciprocating ,2599, TAZ 
 N9412Y , Helicopter , Cessna ,172, No ,1, Reciprocating ,1455, LBL 
 N985BC , Helicopter , Burton , Christen Eagle II , Yes ,  ,  ,1851, MTV 
 N93873 , Helicopter , Cessna , 172G , No ,1, Reciprocating ,3800, 22N 
 N614LG , Helicopter , Burkhart Grob Flugzeugbau , G103 Twin Astir , No ,0,  ,1219, Y65 
 N74475 , Helicopter , Aviat , A-1B , No ,1, Reciprocating ,3968, O60 
 N97435 , Helicopter , Robinson , R44 II , No ,1, Reciprocating ,3994, IRK 
 N24AZ , Helicopter , Maule , MX-7-180B , No ,1, Reciprocating ,2749, X59 
 N2700Q , Helicopter , Cessna , 421B , No ,2, Reciprocating ,4750, JZP 
 N7939B , Helicopter , Piper , PA-28-140 , No ,1, Reciprocating ,2649, 8W8 
 N468SH , Helicopter , Mooney , M20J , No ,1, Reciprocating ,3968, DNL 
 N45945 , Helicopter , Jerald F. Huffman , Rebel , Yes ,1, Reciprocating ,3968, 29C 
 N7LC , Helicopter , Bellanca , BL-17-30 , No ,1, Reciprocating ,3968, 330K 
 N23260 , Helicopter , American Champion (ACAC) , 7GCBC , No ,1, Reciprocating ,1455, 43AK 
 N8148R , Helicopter , Kolb , MK III , No ,1, Reciprocating ,3198, 1L0 
 N119PH , Helicopter , Bell , UH-1H , No ,1, Turbo Shaft ,2899, 8W2 
 N3233H , Helicopter , Cessna , T303 , No ,2, Reciprocating ,2149, KNKX 
 N4JV , Helicopter , Piper , PA-32R-300 , No ,1, Reciprocating ,1697, L78 
 N6628K , Helicopter , Beech , A36 , No ,1, Reciprocating ,1697, JOT 
 N861DA , Helicopter , Ryan , Navion B , No ,1, Reciprocating ,1600, KHRI 
 N320CP , Helicopter , McCutchan , Glasair , Yes ,  , Reciprocating ,3968, LEW 
 N4459M , Helicopter , Eiben Theodore , Quickie Q-200 , Yes ,1, Reciprocating ,3968, YHZ 
 N732PC , Helicopter , Piper , PA-11 , No ,1, Reciprocating ,4570, 76S 
 N181LM , Helicopter , Bell , 206B , No ,1, Turbo Shaft ,4299, CTY 
 N44DX , Helicopter , Czech Aircraft Works , CH 601 XL RTF , No ,1, Reciprocating ,3849, I67 
 N5154G , Helicopter , Winter J.T/Johnson , Kitfox III , Yes ,1, Reciprocating ,3968, OH15 
 N973D , Helicopter , Cessna , 150J , No ,1, Reciprocating ,4567, LHB 
 N5577Q , Helicopter , Boeing , 717-200 , No ,2, Turbo Fan ,1294, PSM 
 N201SJ , Helicopter , Vogel , Glastar 41 , Yes ,1, Reciprocating ,3968, 0V2 
 N7745E , Helicopter , Diamond Aircraft Industries , DA 20-C1 , No ,1, Reciprocating ,5399, BIE 
 N802JB , Helicopter , Grumman , G-164B , No ,1, Turbo Prop ,4750, C17 
 N97651 , Helicopter , Beech , D35 , No ,1, Reciprocating ,1455, N87 
 N73410 , Helicopter , Cessna , 337C , No ,2, Reciprocating ,1697, 3U5 
 N24403 , Helicopter , UTVA , 66 V-51 , No ,1, Reciprocating ,3300, X50 
 N82905 , Helicopter , Boeing , 767-2QS ,  ,  ,  ,3968, OLS 
 N9067E , Helicopter , Great Lakes Aircraft Company , 2T-1A-2 , No ,1, Reciprocating ,1455, KBUU 
 N7762 , Helicopter , Airbus , A-320-200 , No ,2, Turbo Fan ,3999, 16D 
 N428RM , Helicopter , Cessna ,152, No ,1, Reciprocating ,2949, AUA 
 N1157N , Helicopter , Cessna ,152, No ,1, Reciprocating ,2899, SA6 
 N560DH , Helicopter , Boeing , 717-200 , No ,2, Turbo Fan ,3800, CUT 
 N6319Z , Helicopter , Boeing , 717-200 , No ,2, Turbo Fan ,2200, DEC 
 N106VV , Helicopter , Boeing , 737-300 , No ,  ,  ,2649, IWS 
 N530FF , Helicopter , McDonnell Douglas , MD-11 ,  ,  ,  ,4750, MOX 
 N793SA , Helicopter , Eurocopter Deutschland , EC135T1 , No ,2, Turbo Shaft ,2949, 73E 
 N593V , Helicopter , Carlson , Lancair Propjet , Yes ,1, Turbo Prop ,2899, MO49 
 N183TA , Helicopter , Beech , P35 , No ,1, Reciprocating ,3600, 64I 
 N6532L , Helicopter , Beech , K35 ,  ,1, Reciprocating ,1371, FCI 
 N836KA , Helicopter , Air Tractor , AT-502A , No ,1, Turbo Prop ,1369, GWR 
 N787SL , Helicopter , Cessna , 180E , No ,1, Reciprocating ,2899, 23N 
 N5893J , Helicopter , Cessna , 172S , No ,1, Reciprocating ,2500, KRYY 
 N143RM , Helicopter , American Aviation Corp. (AAC) , AA-1 , No ,1, Reciprocating ,2398, EGV 
 N6500V , Helicopter , Strategie Ballloon Co. , Amazon , No ,0,  ,9038, LSB 
 N623FE , Helicopter , Luscombe , 8F , No ,1, Reciprocating ,4199, BFI 
 N5941Y , Helicopter , Monard , RAF 2000 GTX , Yes ,1, Reciprocating ,4570, OXI 
 N5858M , Helicopter , Eurocopter France , AS350B3 , No ,1, Turbo Shaft ,1673, MU33 
 N5074H , Helicopter , Aircraft Mfg & Dev. Co. (AMD) , CH601XL SLSA , No ,1, Reciprocating ,12345, KFFZ 
 N29MX , Helicopter , Cessna , 172G , No ,1, Reciprocating ,12500, PAMH 
 N71DH , Helicopter , Piper , PA-32-300 , No ,1, Reciprocating ,3000, KFFA 
 N721BB , Helicopter , Piper , PA-46-310P , No ,1, Reciprocating ,4960, KX40 
 N434TW , Helicopter , Bell , 206L , No ,  ,  ,2398, 17M 
 N790G , Helicopter , Cessna , 150F , No ,1, Reciprocating ,1697, KMGM 
 N6238U , Helicopter , Cessna ,175, No ,1, Reciprocating ,3198, KMRY 
 N2627J , Helicopter , Bell ,407, No ,1, Turbo Shaft ,3968, 29OR 
 N3818M , Helicopter , Olson , Vans RV-6 , Yes ,1, Reciprocating ,3968, KWJF 
 N2153R , Helicopter , Air Creations , Tanarg 912 , Yes ,1, Reciprocating ,3600, 51WA 
 N4202R , Helicopter , Beech , BE-76 , No ,2, Reciprocating ,6300, IWI 
 N105JH , Helicopter , Cessna ,207, No ,  ,  ,3968, LGC 
 N2020B , Helicopter , British Aerospace , HS 125-700A , No ,2, Turbo Fan ,129999, KSFO 
 N786ST , Helicopter , Boeing , 747-400 , No ,4, Turbo Fan ,2649, KOVL 
 N126CT , Helicopter , Cessna , 182RG , No ,1, Reciprocating ,4960, X40 
 N9575S , Helicopter , Piper , PA32-301XTC , No ,1, Reciprocating ,1366, KGNV 
 N6194Y , Helicopter ," Bombardier, Inc. ", CL-600-2B16 , No ,2, Turbo Jet ,141095, PKF 
 N323CP , Helicopter , Cessna , 172S , No ,1, Reciprocating ,8000, ORG 
 N31756 , Helicopter , Jahns , RV-7 , Yes ,1, Reciprocating ,3968, CRW 
 N5309 , Helicopter , Cessna , 172M , No ,1, Reciprocating ,3968, AZ81 
 N23947 , Helicopter , Mooney , M20E , No ,1, Reciprocating ,3968, ID76 
 N3764Z , Helicopter , Boeing , 737-200 , No ,2, Turbo Jet ,1600, KTHA 
 N5146C , Helicopter , Robinson , R-44 , No ,  ,  ,4750, 2V1 
 N3082P , Helicopter , Boeing , 737-200 , No ,  ,  ,1300, ID82 
 C-GJTA , Helicopter , Cessna , 150H , No ,1, Reciprocating ,3600, MTP 
 N864RW , Helicopter , Cessna , 172N , No ,1, Reciprocating ,3800, NC14 
 N50340 , Helicopter , Aviat , S2B , No ,1, Reciprocating ,26433, CRS 
 N3708B , Helicopter , Cessna ,172, No ,1, Reciprocating ,2398, GYY 
 N696DM , Helicopter , Moyes , Dragonfly , Yes ,1, Reciprocating ,2400, 4TS5 
 N330PL , Helicopter , Fish , Vans RV-6 , Yes ,1, Reciprocating ,327004, T31 
 N5482T , Helicopter , Boeing , 757-224 , No ,2, Turbo Jet ,36817, E68 
 N8501L , Helicopter , Cessna , 180B , No ,1, Reciprocating ,5511, KDRI 
 N419DF , Helicopter , Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,4570, PACV 
 N812CE , Helicopter , Cessna , 310N , No ,2, Reciprocating ,4750, CA35 
 N6581T , Helicopter , Champion , 7ECA , No ,1, Reciprocating ,4199, 26N 
 N2430A , Helicopter , Cessna ,152, No ,1, Reciprocating ,2649, LVN 
 N503RX , Helicopter , Bellanca , 7ECA , No ,1, Reciprocating ,3201, S27 
 N944C , Helicopter , Beech , 95-B55 , No ,2, Reciprocating ,2899, C01 
 N1172U , Helicopter , Beech , F33 , No ,1, Reciprocating ,3201, 0I8 
 N622DL , Helicopter , Maule , M5 , No ,1, Reciprocating ,4960, SHV 
 N873HL , Helicopter , CASA , C-212-CE , No ,  ,  ,1697, DEQ 
 N65659 , Helicopter , Cessna ,425, No ,  ,  ,2899, P15 
 N5501A , Helicopter , Cirrus , SR22 , No ,1, Reciprocating ,20000, 42NC 
 N79860 , Helicopter , Piper , PA-24-250 , No ,1, Reciprocating ,3600, DEH 
 N2932J , Helicopter , Cessna , 172M , No ,1, Reciprocating ,3968, 1M6 
 N1857C , Helicopter , Champion , 7GCB , No ,1, Reciprocating ,4750, SMN 
 N339JL , Helicopter , Cessna , T210G , No ,1, Reciprocating ,1300, STK 
 N82236 , Helicopter , Aero Commander ,112, No ,1, Reciprocating ,169755, 7G0 
 N225FL , Helicopter , Cessna , U206G , No ,1, Reciprocating ,150000, LOZ 
 N5090F , Helicopter , Airbus Industrie , A319-111 , No ,2, Turbo Fan ,6000, E40 
 N71927 , Helicopter , Wilson Quicksilver , Sport 2S , Yes ,1, Reciprocating ,3126, CNM 
 N28403 , Helicopter , Sikorsky , S-76A++ , No ,2, Turbo Shaft ,8750, JAC 
 N4FD , Helicopter , Cessna , 182T , No ,1, Reciprocating ,2398, 1T7 
 N1210F , Helicopter , Bishop , Bakeng Duce , Yes ,1, Reciprocating ,14550, 3B4 
 N666JG , Helicopter , Cessna ,152, No ,1, Reciprocating ,3968, 3N7 
 N9026C , Helicopter , Piper , PA-20-135 , No ,1, Reciprocating ,1369, PUW 
 N12YA , Helicopter , Alexander , Lancair 320 , Yes ,1, Reciprocating ,3196, O48 
 N1893M , Helicopter , Cessna , R182 , No ,1, Reciprocating ,1697, ID25 
 N6401G , Helicopter , Piper , PA-32R-300 , No ,1, Reciprocating ,36817, SWD 
 N4813T , Helicopter , Beech , A36 , No ,1, Reciprocating ,3399, 59M 
 N3125N , Helicopter , Mike Smilee , CGS Hawk II Arrow , Yes ,1, Reciprocating ,2398, I43 
 N181Y , Helicopter , North American , T-28C , No ,1, Reciprocating ,2398, NH31 
 N8411Q , Helicopter , Helio , H-295 , No ,1, Reciprocating ,136999, PHNL 
 N6569L , Helicopter , Taylor , Zodiac 601 , Yes ,1, Reciprocating ,3800, HHG 
 N425US , Helicopter , Piper , PA-38-112 , No ,1, Reciprocating ,9649, 5CO0 
 N1858A , Helicopter , Cessna , 172S , No ,1, Reciprocating ,137998, BHB 
 N97306 , Helicopter , Cessna , A188B , No ,1, Reciprocating ,154323, KCHD 
 N6774B , Helicopter , Cessna , 150L , No ,1, Reciprocating ,1860, M52 
 N5464n , Helicopter , Williams , Bowers Fly Baby-1A , Yes ,1, Reciprocating ,2599, WV30 
 N5375R , Helicopter , Cessna , 210E , No ,1, Reciprocating ,8359, 14S 
 N35395 , Helicopter , Codding/Fluno , Sportsman GS-2 , Yes ,1, Reciprocating ,3600, KGEU 
 N856CP , Helicopter , Cirrus , SR-22 , No ,1, Reciprocating ,1122, RBQ 
 N5738Q , Helicopter , Piper , PA-46-310P , No ,1, Turbo Prop ,3968, ONY 
 N91MB , Helicopter , Boeing , 737-790 , No ,2, Turbo Fan ,1851, K12J 
 N947A , Helicopter , Piper , PA-28-140 , No ,  ,  ,4960, I72 
 N408JC , Helicopter , Piper , PA-42 , No ,2, Turbo Prop ,2550, W12 
 N302N , Helicopter , Morrisey , 2150A , No ,1, Reciprocating ,4750, W10 
 N2649D , Helicopter , Beech ,90, No ,  ,  ,97995, F31 
 N9254F , Helicopter , Windward , OWL , No ,0,  ,2400, 7S6 
 N879QS , Helicopter , Piper , PA-32 , No ,  ,  ,1860, KSNH 
 N7729 , Helicopter , Cessna , 182R , No ,1, Reciprocating ,3600, S28 
 N76JS , Helicopter , Robinson , R22 BETA , No ,1, Reciprocating ,4299, 1D2 
 N94HY , Helicopter , Monocoupe , 110 Special , No ,1, Reciprocating ,4750, BYY 
 N312RV , Helicopter , Cessna ,182, No ,1, Reciprocating ,2751, 1L8 
 N431CA , Helicopter , Robinson , R22 BETA , No ,1, Reciprocating ,5299, 19S 
 N801ZA , Helicopter , Adams , A55S , No ,0,  ,37258, IN46 
 N6298 , Helicopter , Flynn William , Pazmany PL-4 , Yes ,1, Reciprocating ,3399, PAYA 
 N973AE , Helicopter , Aero Commander , 690A , No ,2, Turbo Prop ,617999, MTC 
 N4466T , Helicopter , Lawing Thomas R , Exec 162-F , Yes ,1, Reciprocating ,0, GRR 
 N111VA , Helicopter , Extra Flugzeugbau , GMBH 300 , No ,1, Reciprocating ,169755, N25 
 N314MA , Helicopter , Air Tractor , AT-802A , No ,1, Turbo Prop ,4750, I80 
 N6102Q , Helicopter , Finney Thorp , T-18 , Yes ,1, Reciprocating ,4149, 7V6 
 N171MA , Helicopter , Cessna ,207, No ,1, Reciprocating ,1649, WV77 
 N41FA , Helicopter , Gulfstream , G1159B , No ,2, Turbo Jet ,1860, 7FA1 
 N800NL , Helicopter , Piper , PA-28-140 , No ,  ,  ,3968, KEWN 
 N58980 , Helicopter , Cessna , CE-180-A , No ,1, Reciprocating ,4960, RRL 
 N4730Q , Helicopter , Piper , PA-34-200 , No ,  ,  ,2398, LA53 
 N9714W , Helicopter , Sorensen , Searey , Yes ,1, Reciprocating ,1598, O61 
 N442E , Helicopter , Beech , BE-200 , No ,2, Turbo Prop ,134997, DGW 
 N2251W , Helicopter , Harry D. Miller , Midget Mustang 1 , Yes ,1, Reciprocating ,3800, KWDR 
 N9365E , Helicopter , Aeronca , 65-TAC , No ,1, Reciprocating ,1499, F28 
 N4583T , Helicopter , Beech , E-55 , No ,2, Reciprocating ,1984, 8TS3 
 N8042D , Helicopter , McCullough , J-2 , No ,1, Reciprocating ,3968, I62 
 N73006 , Helicopter , Piper , PA-24-260 , No ,1, Reciprocating ,8000, HLG 
 N43EM , Helicopter , Huff , Acro Sport I , Yes ,1, Reciprocating ,1369, O26 
 N2QV , Helicopter , Cessna , 188B , No ,1, Reciprocating ,3968, 7F3 
 N4067P , Helicopter , Hughes , OH-6A , No ,1, Turbo Shaft ,3968, 9N1 
 N205TC , Helicopter , Olree Robert , Spezio Sport DAL-1 , Yes ,1, Reciprocating ,3600, 30F 
 N19RR , Helicopter , Piper , PA-28R-201T , No ,1, Reciprocating ,16133, 3Y3 
 N514PT , Helicopter , McDonnell Douglas , MD-90-30 , No ,2, Turbo Fan ,3968, KLGC 
 C-FYUN , Helicopter , Cirrus Design Corp. , SR-20 , No ,1, Reciprocating ,2949, CTB 
 N14655 , Helicopter , Robinson , R44 , No ,  ,  ,3968, IZG 
 N518SR , Helicopter , Beech , V35 , No ,  ,  ,4199, AR79 
 N6821R , Helicopter , Beech ,200, No ,  ,  ,6750, 16AR 
 N944AS , Helicopter , Steinbaum , Kitfox IV , Yes ,1, Reciprocating ,3000, TKPN 
 N2526S , Helicopter , British Aerospace , BAe-146-200A , No ,  ,  ,2500, 4O3 
 N19TP , Helicopter , Cessna , 172N , No ,1, Reciprocating ,3600, O69 
 N1655G , Helicopter , Letecky Zavody , L-23 Super Blanik , No ,0,  ,3849, 7M6 
 N6602C , Helicopter , Piper , PA-32-260 , No ,1, Reciprocating ,4629, 1F2 
 N6401A , Helicopter , Beech , BE-19A , No ,1, Reciprocating ,8000, IEN 
 N407SH , Helicopter , Mooney , M20F , No ,1, Reciprocating ,3968, KAPF 
 N103MG , Helicopter , Boeing , 747-400 Cargo , No ,  ,  ,4570, 4B6 
 N75HM , Helicopter , Beech , A-36 , No ,1, Reciprocating ,134997, F89 
 N86677 , Helicopter , Burkhart Grob , G103 , No ,0,  ,3198, EEO 
 N349E , Helicopter , Waco , UPF7 , No ,1, Reciprocating ,1455, 2A0 
 N82078 , Helicopter , Cirrus Design Corp. , SR22 , No ,  ,  ,4354, RBW 
 N4975U , Helicopter , Robinson , R44 , No ,1, Reciprocating ,3600, MCW 
 N5280H , Helicopter , Robinson , R22 Beta , No ,1, Reciprocating ,3968, U70 
 N4109Y , Helicopter , Grumman American , AA-5B , No ,1, Reciprocating ,4750, 49X 
 N23HS , Helicopter , Hadwise , Varieze , Yes ,1, Reciprocating ,4629, LHX 
 N51887 , Helicopter , Cessna , 172N , No ,1, Reciprocating ,2398, KROS 
 N554CP , Helicopter , Cutler , VariEze , Yes ,1, Reciprocating ,1245, 60M 
 N31911 , Helicopter , Cessna , 172C , No ,1, Reciprocating ,9299, N47 
 N39262 , Helicopter , Piper , PA-28R-180 , No ,1, Reciprocating ,136999, N38 
 N6249P , Helicopter , Piper , PA-23-250 , No ,  ,  ,4570, 20WA 
 N9224R , Helicopter , Bell , 206-L4 , No ,1, Turbo Shaft ,3600, 0NY0 
 C-GOBC , Helicopter , Hatcher , Fisher Celebrity , Yes ,1, Reciprocating ,3802, CYS 
 N90420 , Helicopter , Ulfeldt , Kitfox IV-1200 , Yes ,1, Reciprocating ,3968, 9A4 
 N559D , Helicopter , Cessna ,177, No ,1, Reciprocating ,2398, PWM 
 N577JS , Helicopter , Champion , Citabria , No ,1, Reciprocating ,3600, MFD 
 N620PA , Helicopter , Aviat , A-1A , No ,1, Reciprocating ,169755, KSDL 
 N14KG , Helicopter , Cessna , 172P , No ,1, Reciprocating ,2200, KINT 
 N250CS , Helicopter , Beech , BE-58 , No ,2, Reciprocating ,2200, GRB 
 N227AL , Helicopter , Boeing ,75, No ,1, Reciprocating ,4570, 1H6 
 N12DW , Helicopter , Cessna , T182T , No ,1, Reciprocating ,1697, U56 
 N6544T , Helicopter , Piper , PA-28-161 , No ,1, Reciprocating ,4570, TVI 
 N8597D , Helicopter , Cessna , 182M , No ,1, Reciprocating ,5299, KCGZ 
 N4008Q , Helicopter , Agusta-Bell , AB 206A , No ,  ,  ,8000, 3B9 
 N9818K , Helicopter , Bell , 206L , No ,  ,  ,3968, KHYX 
 N8127J , Helicopter , Grumman , G-164 , No ,1, Reciprocating ,3000, SGH 
 N232S , Helicopter , Extra Flugzeugbau GMBH , EA 300/L , No ,1, Reciprocating ,5399, HCD 
 N5402H , Helicopter , Beech ,36, No ,1, Reciprocating ,2899, KDEW 
 N133BH , Helicopter , Piper , PA-24-250 , No ,1, Reciprocating ,4570, NE38 
 N7255G , Helicopter , McDonnell Douglas , 369E , No ,1, Turbo Shaft ,4570, KHFD 
 N1234N , Helicopter , Piper , PA-23-250 , No ,2, Reciprocating ,5399, 6S2 
 N355EV , Helicopter , Erickson , S64E , No ,2, Turbo Shaft ,174164, CUL 
 N168PT , Helicopter , Cessna , 340A , No ,2, Reciprocating ,2649, MVN 
 N22JF , Helicopter , Oneil , Oneil Glassair II-S , Yes ,1, Reciprocating ,2649, 4W0 
 N75AP , Helicopter , Brantly Helicopter , B-2 , No ,1, Reciprocating ,26433, 49A 
 N6882G , Helicopter , Cessna , 180K , No ,1, Reciprocating ,6724, 5B3 
 N357MV , Helicopter , Rockwell , 112TC , No ,1, Reciprocating ,10500, CA51 
 N17015 , Helicopter , Robinson , R44 , No ,1, Reciprocating ,4960, O04 
 N2469U , Helicopter , Cessna , TU206A , No ,1, Reciprocating ,9479, ADQ 
 N114HD , Helicopter , Cessna , 172S , No ,1, Reciprocating ,1300, LWB 
 N208BY , Helicopter , Embraer , E135 Legacy , No ,2,  ,1697, KBHC 
 N245TB , Helicopter , Boeing , 737-800 , No ,2,  ,1763, KMDQ 
 N601GM , Helicopter , Mooney , M-18L , No ,1, Reciprocating ,9920, 54CL 
 N9898B , Helicopter , Brantly Helicopter , B-2B , No ,1, Reciprocating ,37258, 16AK 
 N444HF , Helicopter , Beech , B19 , No ,1, Reciprocating ,97995, 8TN7 
 N97541 , Helicopter , Beech , A36 , No ,1, Reciprocating ,3800, ELA 
 N228SH , Helicopter , Maule , M-6-235 , No ,1, Reciprocating ,2949, LNC 
 N303MM , Helicopter , Cessna , 180K , No ,1, Reciprocating ,0, 5ND9 
 N4509T , Helicopter , Weber , Venture , Yes ,1, Reciprocating ,3399, NQA 
 N48461 , Helicopter , Daub , Pawnee Chief , Yes ,1, Unknown ,3600, KX25 
 N206UH , Helicopter , Beech , S35 , No ,1, Reciprocating ,4299, U13 
 N5165N , Helicopter , Coltrin , RV-6 , Yes ,1, Reciprocating ,3968, FSK 
 N7059S , Helicopter , Beech , 95-55 , No ,2, Reciprocating ,4221, M99 
 N8741P , Helicopter , Boeing , A75N1 , No ,1, Reciprocating ,2398, SNH 
 N109CT , Helicopter , Cessna ,152, No ,1, Reciprocating ,18300, MTW 
 N61224 , Helicopter , American Blimp Corp. , A-60+ , No ,2, Reciprocating ,3968, 6S3 
 N333PT , Helicopter , Bellanca , 14-13-2 , No ,1, Reciprocating ,4570, X39 
 N81RG , Helicopter , Cessna , 182Q , No ,1, Reciprocating ,3968, CD82 
 N121RH , Helicopter , CLEBERG , Sportsman 2+2 GS-2 , Yes ,1, Reciprocating ,2398, 1O6 
 N7663H , Helicopter , CESSNA , 182K , No ,1, Reciprocating ,1369, PAEN 
 N93FR , Helicopter , Northwing , Apache Sport , Yes ,1, Reciprocating ,2649, OWA 
 N9012P , Helicopter , Cessna ,172, No ,1, Reciprocating ,2899, 1Q2 
 N5114H , Helicopter , Robinson , R22 , No ,1, Reciprocating ,2398, 3O7 
 N498BH , Helicopter , Bell , 204B , No ,  ,  ,169755, RGK 
 N6549A , Helicopter , Cessna ,152, No ,1, Reciprocating ,2403, 05S 
 N2396J , Helicopter , Vans Aircraft , RV4 , Yes ,1, Reciprocating ,3399, 0B7 
 N6506C , Helicopter , Air Tractor ,301, No ,1, Reciprocating ,6300, 08M 
 N9227U , Helicopter , Beech , F-33A , No ,1, Reciprocating ,3198, ORH 
 N975JP , Helicopter , Aerospatiale , SA319B , No ,1, Turbo Shaft ,4750, STF 
 N57778 , Helicopter , Ercoupe (Eng & Research Corp.) , 415-C , No ,1, Reciprocating ,2899, 6R3 
 N214RS , Helicopter , Beech , BE-95-B55 , No ,2, Reciprocating ,5000, MYAM 
 N34360 , Helicopter , Windler , Tri Q2 , Yes ,1, Reciprocating ,3201, 2DT 
 N888TK , Helicopter , BOEING , 777-200 ,  ,  ,  ,4750, 0GE5 
 N347JP , Helicopter , Cessna , 172S , No ,1, Reciprocating ,1499, AXS 
 N7533F , Helicopter , Piper , PA-28-181 , No ,  ,  ,2398, EVW 
 N9866B , Helicopter , Piper , PA-28-181 , No ,  ,  ,513676, 09XS 
 N73672 , Helicopter , Piper , PA-12 , No ,1, Reciprocating ,3968, K61B 
 N502WQ , Helicopter , Cessna , T210M , No ,1, Reciprocating ,4199, RI11 
 N3546P , Helicopter , Cirrus Design Corp. , SR22 , No ,  ,  ,14550, KHHR 
 N658CD , Helicopter , Bell ,212, No ,  ,  ,20502, 29F 
 N9904E , Helicopter , Devereux , Mustang II , Yes ,1, Reciprocating ,3780, 8S1 
 N1221P , Helicopter , de Havilland , DHC-2 , No ,1, Reciprocating ,4629, EII 
 N6471Z , Helicopter , Air Trikes , Tourist , No ,1, Reciprocating ,3968, X01 
 N3344Y , Helicopter , Shimer , One Design , Yes ,1, Reciprocating ,3968, LNN 
 N7587Z , Helicopter , Mooney , M20C , No ,1, Reciprocating ,3399, Q69 
 N5262R , Helicopter , Mooney , M-20J , No ,1, Reciprocating ,4199, FLV 
 N116GS , Helicopter , Cessna ,150, No ,1, Reciprocating ,1748, PRVT 
 N86188 , Helicopter , Garlick , OH-58A , No ,1, Turbo Shaft ,2899, USE 
 N330RM , Helicopter , Stinson ,108, No ,1, Reciprocating ,3968, MA6 
 N55526 , Helicopter , Boeing , B75N1 , No ,  ,  ,3968, KPDK 
 N554SB , Helicopter , Boeing ,777,  ,  ,  ,3417, W52 
 N59BA , Helicopter , Cessna ,152, No ,1, Reciprocating ,3205, 5F8 
 N6156U , Helicopter , Piper , PA-18 , No ,1, Reciprocating ,3800, HXF 
