FlightNumber,accm_txn_complete_time
20061031X01575 ,5/15/2022 0:00
20061018X01531 ,5/16/2022 0:00
20071128X01867 ,5/17/2022 0:00
20060825X01239 ,5/18/2022 0:00
20061005X01466 ,5/19/2022 0:00
20061005X01467 ,5/14/2022 0:00
20060914X01339 ,5/15/2022 0:00
20060925X01388 ,5/16/2022 0:00
20060913X01334 ,5/17/2022 0:00
20060824X01236 ,5/18/2022 0:00
20060824X01233 ,5/19/2022 0:00
20060829X01252 ,5/14/2022 0:00
20060828X01249 ,5/15/2022 0:00
20060828X01250 ,5/16/2022 0:00
20060906X01301 ,5/17/2022 0:00
20061019X01537 ,5/18/2022 0:00
20060905X01289 ,5/19/2022 0:00
20061006X01474 ,5/14/2022 0:00
20060828X01241 ,5/15/2022 0:00
20060901X01273 ,5/16/2022 0:00
20060831X01264 ,5/17/2022 0:00
20060906X01304 ,5/18/2022 0:00
20060828X01242 ,5/19/2022 0:00
20060823X01228 ,5/14/2022 0:00
20060823X01229 ,5/15/2022 0:00
20060824X01238 ,5/16/2022 0:00
20060824X01234 ,5/17/2022 0:00
20060824X01235 ,5/18/2022 0:00
20060829X01251 ,5/19/2022 0:00
20060919X01363 ,5/14/2022 0:00
20060901X01274 ,5/15/2022 0:00
20060831X01266 ,5/16/2022 0:00
20081003X62311 ,5/17/2022 0:00
20060925X01399 ,5/18/2022 0:00
20060911X01326 ,5/19/2022 0:00
20060831X01270 ,5/14/2022 0:00
20061004X01455 ,5/15/2022 0:00
20060920X01369 ,5/16/2022 0:00
20060828X01248 ,5/17/2022 0:00
20060925X01400 ,5/18/2022 0:00
20060912X01332 ,5/19/2022 0:00
20060822X01224 ,5/14/2022 0:00
20060817X01189 ,5/15/2022 0:00
20081003X62310 ,5/16/2022 0:00
20060824X01237 ,5/17/2022 0:00
20060817X01202 ,5/18/2022 0:00
20061212X01772 ,5/19/2022 0:00
20060907X01311 ,5/14/2022 0:00
20060928X01411 ,5/15/2022 0:00
20060822X01220 ,5/16/2022 0:00
20060822X01223 ,5/17/2022 0:00
20060915X01348 ,5/18/2022 0:00
20060911X01327 ,5/19/2022 0:00
20061212X01771 ,5/14/2022 0:00
20060823X01232 ,5/15/2022 0:00
20060830X01258 ,5/16/2022 0:00
20060815X01173 ,5/17/2022 0:00
20060828X01245 ,5/18/2022 0:00
20060817X01196 ,5/19/2022 0:00
20060821X01218 ,5/14/2022 0:00
20060912X01328 ,5/15/2022 0:00
20060906X01303 ,5/16/2022 0:00
20060905X01284 ,5/17/2022 0:00
20060817X01207 ,5/18/2022 0:00
20060915X01346 ,5/19/2022 0:00
20060818X01211 ,5/14/2022 0:00
20060831X01262 ,5/15/2022 0:00
20060817X01187 ,5/16/2022 0:00
20060811X01155 ,5/17/2022 0:00
20060913X01333 ,5/18/2022 0:00
20060901X01275 ,5/19/2022 0:00
20060817X01197 ,5/14/2022 0:00
20060925X01393 ,5/15/2022 0:00
20061004X01457 ,5/16/2022 0:00
20060929X01434 ,5/17/2022 0:00
20061003X01439 ,5/18/2022 0:00
20061002X01436 ,5/19/2022 0:00
20060912X01331 ,5/14/2022 0:00
20060817X01192 ,5/15/2022 0:00
20061004X01450 ,5/16/2022 0:00
20060823X01225 ,5/17/2022 0:00
20060810X01143 ,5/18/2022 0:00
20060810X01153 ,5/19/2022 0:00
20060829X01255 ,5/14/2022 0:00
20060818X01215 ,5/15/2022 0:00
20060929X01428 ,5/16/2022 0:00
20061109X01630 ,5/17/2022 0:00
20061205X01736 ,5/18/2022 0:00
20060929X01426 ,5/19/2022 0:00
20060906X01302 ,5/14/2022 0:00
20060907X01310 ,5/15/2022 0:00
20060925X01385 ,5/16/2022 0:00
20060831X01267 ,5/17/2022 0:00
20060811X01157 ,5/18/2022 0:00
20060809X01132 ,5/19/2022 0:00
20060808X01114 ,5/14/2022 0:00
20060814X01161 ,5/15/2022 0:00
20060814X01164 ,5/16/2022 0:00
20060810X01154 ,5/17/2022 0:00
20060817X01209 ,5/18/2022 0:00
20060818X01214 ,5/19/2022 0:00
20060923X01383 ,5/14/2022 0:00
20060905X01285 ,5/15/2022 0:00
20060807X01103 ,5/16/2022 0:00
20060828X01240 ,5/17/2022 0:00
20061004X01458 ,5/18/2022 0:00
20060822X01221 ,5/19/2022 0:00
20060814X01171 ,5/14/2022 0:00
20081003X41444 ,5/15/2022 0:00
20060804X01088 ,5/16/2022 0:00
20060928X01412 ,5/17/2022 0:00
20060928X01414 ,5/18/2022 0:00
20060923X01382 ,5/19/2022 0:00
20060814X01165 ,5/14/2022 0:00
20060810X01142 ,5/15/2022 0:00
20060810X01138 ,5/16/2022 0:00
20060811X01156 ,5/17/2022 0:00
20060914X01338 ,5/18/2022 0:00
20060817X01203 ,5/19/2022 0:00
20060803X01085 ,5/14/2022 0:00
20090617X33156 ,5/15/2022 0:00
20061006X01482 ,5/16/2022 0:00
20060817X01200 ,5/17/2022 0:00
20060831X01269 ,5/18/2022 0:00
20060809X01136 ,5/19/2022 0:00
20060810X01145 ,5/14/2022 0:00
20060928X01420 ,5/15/2022 0:00
20060918X01359 ,5/16/2022 0:00
20060810X01149 ,5/17/2022 0:00
20060801X01066 ,5/18/2022 0:00
20060817X01204 ,5/19/2022 0:00
20060818X01216 ,5/14/2022 0:00
20060907X01309 ,5/15/2022 0:00
20060822X01219 ,5/16/2022 0:00
20060804X01093 ,5/17/2022 0:00
20060814X01167 ,5/18/2022 0:00
20060823X01226 ,5/19/2022 0:00
20060803X01086 ,5/14/2022 0:00
20060809X01120 ,5/15/2022 0:00
20060906X01299 ,5/16/2022 0:00
20060901X01281 ,5/17/2022 0:00
20060914X01337 ,5/18/2022 0:00
20060923X01384 ,5/19/2022 0:00
20060908X01320 ,5/14/2022 0:00
20060803X01082 ,5/15/2022 0:00
20061208X01763 ,5/16/2022 0:00
20060810X01144 ,5/17/2022 0:00
20060814X01166 ,5/18/2022 0:00
20060808X01115 ,5/19/2022 0:00
20060817X01208 ,5/14/2022 0:00
20090909X35523 ,5/15/2022 0:00
20060809X01134 ,5/16/2022 0:00
20060806X01094 ,5/17/2022 0:00
20060801X01068 ,5/18/2022 0:00
20060804X01092 ,5/19/2022 0:00
20060803X01079 ,5/14/2022 0:00
20060817X01206 ,5/15/2022 0:00
20060828X01247 ,5/16/2022 0:00
20060817X01184 ,5/17/2022 0:00
20060806X01095 ,5/18/2022 0:00
20060810X01137 ,5/19/2022 0:00
20060818X01213 ,5/14/2022 0:00
20060823X01227 ,5/15/2022 0:00
20060908X01319 ,5/16/2022 0:00
20060731X01061 ,5/17/2022 0:00
20060731X01059 ,5/18/2022 0:00
20060810X01146 ,5/19/2022 0:00
20060908X01317 ,5/14/2022 0:00
20060901X01282 ,5/15/2022 0:00
20060906X01307 ,5/16/2022 0:00
20060804X01089 ,5/17/2022 0:00
20060817X01194 ,5/18/2022 0:00
20060809X01121 ,5/19/2022 0:00
20060808X01112 ,5/14/2022 0:00
20060725X01009 ,5/15/2022 0:00
20060725X01010 ,5/16/2022 0:00
20070803X01094 ,5/17/2022 0:00
20060725X01006 ,5/18/2022 0:00
20060816X01182 ,5/19/2022 0:00
20061011X01498 ,5/14/2022 0:00
20061115X01674 ,5/15/2022 0:00
20060727X01025 ,5/16/2022 0:00
20060801X01065 ,5/17/2022 0:00
20060727X01040 ,5/18/2022 0:00
20060809X01135 ,5/19/2022 0:00
20060810X01148 ,5/14/2022 0:00
20060814X01163 ,5/15/2022 0:00
20060817X01195 ,5/16/2022 0:00
20060817X01205 ,5/17/2022 0:00
20060908X01314 ,5/18/2022 0:00
20060802X01077 ,5/19/2022 0:00
20060806X01096 ,5/14/2022 0:00
20060906X01306 ,5/15/2022 0:00
20060802X01075 ,5/16/2022 0:00
20060725X01002 ,5/17/2022 0:00
20060908X01324 ,5/18/2022 0:00
20060818X01212 ,5/19/2022 0:00
20060815X01176 ,5/14/2022 0:00
20060831X01263 ,5/15/2022 0:00
20060810X01151 ,5/16/2022 0:00
20061006X01473 ,5/17/2022 0:00
20060803X01080 ,5/18/2022 0:00
20060923X01381 ,5/19/2022 0:00
20061003X01441 ,5/14/2022 0:00
20060818X01217 ,5/15/2022 0:00
20060817X01193 ,5/16/2022 0:00
20060809X01128 ,5/17/2022 0:00
20060731X01057 ,5/18/2022 0:00
20060725X01015 ,5/19/2022 0:00
20060928X01422 ,5/14/2022 0:00
20060725X01011 ,5/15/2022 0:00
20060809X01133 ,5/16/2022 0:00
20060804X01091 ,5/17/2022 0:00
20060724X00998 ,5/18/2022 0:00
20060724X00990 ,5/19/2022 0:00
20060724X00991 ,5/14/2022 0:00
20060724X00999 ,5/15/2022 0:00
20060823X01230 ,5/16/2022 0:00
20060823X01231 ,5/17/2022 0:00
20060830X01256 ,5/18/2022 0:00
20060720X00976 ,5/19/2022 0:00
20060731X01052 ,5/14/2022 0:00
20060724X00997 ,5/15/2022 0:00
20060724X00992 ,5/16/2022 0:00
20060802X01070 ,5/17/2022 0:00
20080311X00293 ,5/18/2022 0:00
20060724X00996 ,5/19/2022 0:00
20060718X00963 ,5/14/2022 0:00
20060719X00964 ,5/15/2022 0:00
20060830X01257 ,5/16/2022 0:00
20060731X01054 ,5/17/2022 0:00
20060816X01180 ,5/18/2022 0:00
20060727X01028 ,5/19/2022 0:00
20060828X01243 ,5/14/2022 0:00
20081003X63348 ,5/15/2022 0:00
20060731X01056 ,5/16/2022 0:00
20060814X01158 ,5/17/2022 0:00
20060809X01125 ,5/18/2022 0:00
20060802X01074 ,5/19/2022 0:00
20060907X01312 ,5/14/2022 0:00
20060718X00962 ,5/15/2022 0:00
20060724X00995 ,5/16/2022 0:00
20060802X01072 ,5/17/2022 0:00
20061208X01762 ,5/18/2022 0:00
20061025X01556 ,5/19/2022 0:00
20060724X00989 ,5/14/2022 0:00
20060725X01013 ,5/15/2022 0:00
20060803X01081 ,5/16/2022 0:00
20060720X00970 ,5/17/2022 0:00
20060717X00957 ,5/18/2022 0:00
20060717X00958 ,5/19/2022 0:00
20060807X01107 ,5/14/2022 0:00
20060816X01179 ,5/15/2022 0:00
20060717X00948 ,5/16/2022 0:00
20080313X00313 ,5/17/2022 0:00
20060816X01183 ,5/18/2022 0:00
20060908X01323 ,5/19/2022 0:00
20060714X00942 ,5/14/2022 0:00
20060714X00941 ,5/15/2022 0:00
20060714X00944 ,5/16/2022 0:00
20060906X01295 ,5/17/2022 0:00
20061003X01443 ,5/18/2022 0:00
20060719X00968 ,5/19/2022 0:00
20060717X00959 ,5/14/2022 0:00
20060717X00960 ,5/15/2022 0:00
20060717X00951 ,5/16/2022 0:00
20061212X01770 ,5/17/2022 0:00
20060817X01201 ,5/18/2022 0:00
20060817X01185 ,5/19/2022 0:00
20060815X01175 ,5/14/2022 0:00
20060809X01119 ,5/15/2022 0:00
20060725X01014 ,5/16/2022 0:00
20060914X01342 ,5/17/2022 0:00
20060715X00947 ,5/18/2022 0:00
20060829X01254 ,5/19/2022 0:00
20060719X00967 ,5/14/2022 0:00
20060802X01078 ,5/15/2022 0:00
20060818X01210 ,5/16/2022 0:00
20060809X01127 ,5/17/2022 0:00
20060807X01106 ,5/18/2022 0:00
20060720X00973 ,5/19/2022 0:00
20060713X00940 ,5/14/2022 0:00
20061005X01470 ,5/15/2022 0:00
20060714X00943 ,5/16/2022 0:00
20060713X00932 ,5/17/2022 0:00
20060814X01168 ,5/18/2022 0:00
20060725X01000 ,5/19/2022 0:00
20060725X01008 ,5/14/2022 0:00
20060810X01147 ,5/15/2022 0:00
20060814X01160 ,5/16/2022 0:00
20060814X01162 ,5/17/2022 0:00
20060810X01150 ,5/18/2022 0:00
20060817X01191 ,5/19/2022 0:00
20060809X01116 ,5/14/2022 0:00
20060809X01117 ,5/15/2022 0:00
20060717X00952 ,5/16/2022 0:00
20060725X01005 ,5/17/2022 0:00
20060711X00910 ,5/18/2022 0:00
20060714X00946 ,5/19/2022 0:00
20060809X01118 ,5/14/2022 0:00
20060727X01027 ,5/15/2022 0:00
20060717X00950 ,5/16/2022 0:00
20060807X01105 ,5/17/2022 0:00
20060817X01190 ,5/18/2022 0:00
20060814X01159 ,5/19/2022 0:00
20060817X01186 ,5/14/2022 0:00
20060809X01129 ,5/15/2022 0:00
20060809X01130 ,5/16/2022 0:00
20060810X01152 ,5/17/2022 0:00
20060829X01253 ,5/18/2022 0:00
20060712X00925 ,5/19/2022 0:00
20060713X00939 ,5/14/2022 0:00
20060727X01026 ,5/15/2022 0:00
20060727X01039 ,5/16/2022 0:00
20060725X01007 ,5/17/2022 0:00
20060728X01047 ,5/18/2022 0:00
20060801X01069 ,5/19/2022 0:00
20060807X01104 ,5/14/2022 0:00
20060721X00984 ,5/15/2022 0:00
20060711X00908 ,5/16/2022 0:00
20060711X00916 ,5/17/2022 0:00
20060706X00883 ,5/18/2022 0:00
20060726X01017 ,5/19/2022 0:00
20060721X00985 ,5/14/2022 0:00
20060720X00972 ,5/15/2022 0:00
20060817X01198 ,5/16/2022 0:00
20060802X01073 ,5/17/2022 0:00
20060731X01060 ,5/18/2022 0:00
20060727X01024 ,5/19/2022 0:00
20060817X01199 ,5/14/2022 0:00
20060706X00887 ,5/15/2022 0:00
20060711X00912 ,5/16/2022 0:00
20060712X00928 ,5/17/2022 0:00
20060710X00906 ,5/18/2022 0:00
20060708X00900 ,5/19/2022 0:00
20060711X00909 ,5/14/2022 0:00
20060705X00868 ,5/15/2022 0:00
20060711X00915 ,5/16/2022 0:00
20060711X00918 ,5/17/2022 0:00
20060706X00879 ,5/18/2022 0:00
20060726X01018 ,5/19/2022 0:00
20060806X01098 ,5/14/2022 0:00
20080904X01372 ,5/15/2022 0:00
20060710X00903 ,5/16/2022 0:00
20061012X01507 ,5/17/2022 0:00
20060706X00877 ,5/18/2022 0:00
20060727X01035 ,5/19/2022 0:00
20060705X00874 ,5/14/2022 0:00
20060710X00904 ,5/15/2022 0:00
20060816X01177 ,5/16/2022 0:00
20060925X01396 ,5/17/2022 0:00
20060711X00913 ,5/18/2022 0:00
20060707X00890 ,5/19/2022 0:00
20060727X01033 ,5/14/2022 0:00
20060726X01022 ,5/15/2022 0:00
20060728X01046 ,5/16/2022 0:00
20060729X01050 ,5/17/2022 0:00
20060728X01042 ,5/18/2022 0:00
20060727X01037 ,5/19/2022 0:00
20060731X01055 ,5/14/2022 0:00
20060717X00949 ,5/15/2022 0:00
20060718X00961 ,5/16/2022 0:00
20060727X01036 ,5/17/2022 0:00
20060713X00933 ,5/18/2022 0:00
20060705X00873 ,5/19/2022 0:00
20060706X00878 ,5/14/2022 0:00
20060629X00853 ,5/15/2022 0:00
20060629X00849 ,5/16/2022 0:00
20060731X01058 ,5/17/2022 0:00
20060728X01045 ,5/18/2022 0:00
20060728X01048 ,5/19/2022 0:00
20060708X00901 ,5/14/2022 0:00
20060706X00884 ,5/15/2022 0:00
20060706X00885 ,5/16/2022 0:00
20060712X00926 ,5/17/2022 0:00
20060627X00839 ,5/18/2022 0:00
20060717X00955 ,5/19/2022 0:00
20060711X00922 ,5/14/2022 0:00
20060630X00859 ,5/15/2022 0:00
20060726X01021 ,5/16/2022 0:00
20060630X00860 ,5/17/2022 0:00
20060629X00851 ,5/18/2022 0:00
20060711X00919 ,5/19/2022 0:00
20060706X00876 ,5/14/2022 0:00
20060706X00882 ,5/15/2022 0:00
20060728X01044 ,5/16/2022 0:00
20060915X01349 ,5/17/2022 0:00
20060706X00875 ,5/18/2022 0:00
20060705X00871 ,5/19/2022 0:00
20060705X00872 ,5/14/2022 0:00
20060629X00850 ,5/15/2022 0:00
20060705X00863 ,5/16/2022 0:00
20060626X00812 ,5/17/2022 0:00
20060711X00924 ,5/18/2022 0:00
20060728X01043 ,5/19/2022 0:00
20060807X01102 ,5/14/2022 0:00
20060707X00898 ,5/15/2022 0:00
20060727X01031 ,5/16/2022 0:00
20060629X00854 ,5/17/2022 0:00
20060629X00855 ,5/18/2022 0:00
20060713X00931 ,5/19/2022 0:00
20060711X00914 ,5/14/2022 0:00
20060710X00907 ,5/15/2022 0:00
20060623X00811 ,5/16/2022 0:00
20060626X00816 ,5/17/2022 0:00
20060713X00935 ,5/18/2022 0:00
20060729X01049 ,5/19/2022 0:00
20060810X01141 ,5/14/2022 0:00
20060802X01076 ,5/15/2022 0:00
20060831X01271 ,5/16/2022 0:00
20060707X00889 ,5/17/2022 0:00
20060627X00822 ,5/18/2022 0:00
20060717X00956 ,5/19/2022 0:00
20060721X00986 ,5/14/2022 0:00
20060727X01032 ,5/15/2022 0:00
20060726X01019 ,5/16/2022 0:00
20060726X01020 ,5/17/2022 0:00
20060629X00857 ,5/18/2022 0:00
20060705X00867 ,5/19/2022 0:00
20060622X00804 ,5/14/2022 0:00
20060705X00870 ,5/15/2022 0:00
20060626X00814 ,5/16/2022 0:00
20060717X00954 ,5/17/2022 0:00
20060711X00921 ,5/18/2022 0:00
20060720X00974 ,5/19/2022 0:00
20060706X00881 ,5/14/2022 0:00
20060721X00978 ,5/15/2022 0:00
20060721X00980 ,5/16/2022 0:00
20060721X00979 ,5/17/2022 0:00
20060731X01053 ,5/18/2022 0:00
20060721X00987 ,5/19/2022 0:00
20060711X00917 ,5/14/2022 0:00
20061013X01510 ,5/15/2022 0:00
20061117X01688 ,5/16/2022 0:00
20060622X00796 ,5/17/2022 0:00
20060622X00795 ,5/18/2022 0:00
20060807X01108 ,5/19/2022 0:00
20060817X01188 ,5/14/2022 0:00
20060710X00905 ,5/15/2022 0:00
20060711X00911 ,5/16/2022 0:00
20060717X00953 ,5/17/2022 0:00
20060713X00934 ,5/18/2022 0:00
20060712X00929 ,5/19/2022 0:00
20060623X00807 ,5/14/2022 0:00
20060622X00801 ,5/15/2022 0:00
20060621X00783 ,5/16/2022 0:00
20060814X01169 ,5/17/2022 0:00
20060810X01140 ,5/18/2022 0:00
20060725X01001 ,5/19/2022 0:00
20060615X00738 ,5/14/2022 0:00
20060627X00837 ,5/15/2022 0:00
20060724X00994 ,5/16/2022 0:00
20060713X00938 ,5/17/2022 0:00
20060712X00930 ,5/18/2022 0:00
20060615X00744 ,5/19/2022 0:00
20060627X00824 ,5/14/2022 0:00
20060810X01139 ,5/15/2022 0:00
20060830X01260 ,5/16/2022 0:00
20060627X00823 ,5/17/2022 0:00
20060628X00841 ,5/18/2022 0:00
20060707X00897 ,5/19/2022 0:00
20060720X00977 ,5/14/2022 0:00
20060713X00937 ,5/15/2022 0:00
20060714X00945 ,5/16/2022 0:00
20060713X00936 ,5/17/2022 0:00
20060801X01062 ,5/18/2022 0:00
20060616X00745 ,5/19/2022 0:00
20060705X00869 ,5/14/2022 0:00
20060727X01038 ,5/15/2022 0:00
20060720X00969 ,5/16/2022 0:00
20060804X01087 ,5/17/2022 0:00
20060627X00836 ,5/18/2022 0:00
20060707X00896 ,5/19/2022 0:00
20060831X01261 ,5/14/2022 0:00
20060615X00743 ,5/15/2022 0:00
20060616X00749 ,5/16/2022 0:00
20060613X00732 ,5/17/2022 0:00
20060614X00735 ,5/18/2022 0:00
20060622X00799 ,5/19/2022 0:00
20060615X00739 ,5/14/2022 0:00
20060615X00741 ,5/15/2022 0:00
20060615X00742 ,5/16/2022 0:00
20060801X01067 ,5/17/2022 0:00
20060807X01100 ,5/18/2022 0:00
20060809X01124 ,5/19/2022 0:00
20060720X00975 ,5/14/2022 0:00
20060707X00888 ,5/15/2022 0:00
20060627X00835 ,5/16/2022 0:00
20060626X00815 ,5/17/2022 0:00
20060615X00736 ,5/18/2022 0:00
20060615X00740 ,5/19/2022 0:00
20060608X00719 ,5/14/2022 0:00
20060711X00923 ,5/15/2022 0:00
20060608X00720 ,5/16/2022 0:00
20060616X00753 ,5/17/2022 0:00
20060618X00759 ,5/18/2022 0:00
20060609X00726 ,5/19/2022 0:00
20060807X01099 ,5/14/2022 0:00
20060707X00892 ,5/15/2022 0:00
20060612X00731 ,5/16/2022 0:00
20060620X00770 ,5/17/2022 0:00
20060607X00713 ,5/18/2022 0:00
20060616X00746 ,5/19/2022 0:00
20060616X00755 ,5/14/2022 0:00
20060725X01003 ,5/15/2022 0:00
20060607X00712 ,5/16/2022 0:00
20060622X00802 ,5/17/2022 0:00
20060618X00757 ,5/18/2022 0:00
20060707X00893 ,5/19/2022 0:00
20060707X00891 ,5/14/2022 0:00
20060707X00894 ,5/15/2022 0:00
20060627X00828 ,5/16/2022 0:00
20060719X00965 ,5/17/2022 0:00
20060809X01126 ,5/18/2022 0:00
20060614X00733 ,5/19/2022 0:00
20060614X00734 ,5/14/2022 0:00
20060616X00752 ,5/15/2022 0:00
20060607X00695 ,5/16/2022 0:00
20060622X00800 ,5/17/2022 0:00
20060928X01418 ,5/18/2022 0:00
20060726X01023 ,5/19/2022 0:00
20060711X00920 ,5/14/2022 0:00
20060626X00813 ,5/15/2022 0:00
20060915X01350 ,5/16/2022 0:00
20060607X00711 ,5/17/2022 0:00
20060719X00966 ,5/18/2022 0:00
20060705X00861 ,5/19/2022 0:00
20060712X00927 ,5/14/2022 0:00
20060618X00760 ,5/15/2022 0:00
20060606X00685 ,5/16/2022 0:00
20060616X00747 ,5/17/2022 0:00
20060621X00782 ,5/18/2022 0:00
20060725X01012 ,5/19/2022 0:00
20060618X00758 ,5/14/2022 0:00
20060616X00750 ,5/15/2022 0:00
20060607X00693 ,5/16/2022 0:00
20060607X00691 ,5/17/2022 0:00
20060605X00681 ,5/18/2022 0:00
20060605X00682 ,5/19/2022 0:00
20060706X00880 ,5/14/2022 0:00
20060628X00846 ,5/15/2022 0:00
20060707X00895 ,5/16/2022 0:00
20060607X00705 ,5/17/2022 0:00
20060607X00688 ,5/18/2022 0:00
20060720X00971 ,5/19/2022 0:00
20060806X01097 ,5/14/2022 0:00
20060627X00829 ,5/15/2022 0:00
20060627X00833 ,5/16/2022 0:00
20060705X00866 ,5/17/2022 0:00
20060627X00826 ,5/18/2022 0:00
20060531X00646 ,5/19/2022 0:00
20060601X00664 ,5/14/2022 0:00
20060607X00706 ,5/15/2022 0:00
20060623X00806 ,5/16/2022 0:00
20060618X00762 ,5/17/2022 0:00
20060607X00703 ,5/18/2022 0:00
20060721X00981 ,5/19/2022 0:00
20060621X00781 ,5/14/2022 0:00
20060623X00805 ,5/15/2022 0:00
20060621X00789 ,5/16/2022 0:00
20060531X00648 ,5/17/2022 0:00
20060605X00683 ,5/18/2022 0:00
20060602X00673 ,5/19/2022 0:00
20060607X00689 ,5/14/2022 0:00
20060607X00690 ,5/15/2022 0:00
20060618X00765 ,5/16/2022 0:00
20060619X00768 ,5/17/2022 0:00
20060628X00845 ,5/18/2022 0:00
20120502X05030 ,5/19/2022 0:00
20070617X00754 ,5/14/2022 0:00
20060809X01123 ,5/15/2022 0:00
20060607X00707 ,5/16/2022 0:00
20060606X00684 ,5/17/2022 0:00
20060629X00848 ,5/18/2022 0:00
20060622X00797 ,5/19/2022 0:00
20060602X00671 ,5/14/2022 0:00
20060602X00672 ,5/15/2022 0:00
20060531X00659 ,5/16/2022 0:00
20060629X00856 ,5/17/2022 0:00
20070409X00378 ,5/18/2022 0:00
20060705X00865 ,5/19/2022 0:00
20060531X00654 ,5/14/2022 0:00
20060607X00698 ,5/15/2022 0:00
20060621X00790 ,5/16/2022 0:00
20060622X00793 ,5/17/2022 0:00
20060621X00780 ,5/18/2022 0:00
20060608X00716 ,5/19/2022 0:00
20060618X00763 ,5/14/2022 0:00
20060607X00696 ,5/15/2022 0:00
20060607X00702 ,5/16/2022 0:00
20060607X00697 ,5/17/2022 0:00
20060809X01122 ,5/18/2022 0:00
20060618X00761 ,5/19/2022 0:00
20060619X00769 ,5/14/2022 0:00
20060620X00771 ,5/15/2022 0:00
20060621X00791 ,5/16/2022 0:00
20060708X00902 ,5/17/2022 0:00
20060530X00640 ,5/18/2022 0:00
20060524X00614 ,5/19/2022 0:00
20060525X00622 ,5/14/2022 0:00
20060530X00641 ,5/15/2022 0:00
20060618X00764 ,5/16/2022 0:00
20060621X00784 ,5/17/2022 0:00
20060523X00606 ,5/18/2022 0:00
20060525X00623 ,5/19/2022 0:00
20060705X00862 ,5/14/2022 0:00
20060623X00810 ,5/15/2022 0:00
20060523X00611 ,5/16/2022 0:00
20060724X00993 ,5/17/2022 0:00
20060616X00751 ,5/18/2022 0:00
20060620X00778 ,5/19/2022 0:00
20060607X00704 ,5/14/2022 0:00
20060607X00700 ,5/15/2022 0:00
20060616X00754 ,5/16/2022 0:00
20060616X00756 ,5/17/2022 0:00
20060621X00792 ,5/18/2022 0:00
20060725X01016 ,5/19/2022 0:00
20060523X00607 ,5/14/2022 0:00
20060621X00785 ,5/15/2022 0:00
20060626X00817 ,5/16/2022 0:00
20060816X01181 ,5/17/2022 0:00
20060803X01084 ,5/18/2022 0:00
20060623X00809 ,5/19/2022 0:00
20060627X00830 ,5/14/2022 0:00
20060707X00899 ,5/15/2022 0:00
20060620X00776 ,5/16/2022 0:00
20060526X00638 ,5/17/2022 0:00
20060602X00668 ,5/18/2022 0:00
20060522X00596 ,5/19/2022 0:00
20060609X00725 ,5/14/2022 0:00
20060622X00803 ,5/15/2022 0:00
20060619X00766 ,5/16/2022 0:00
20060601X00665 ,5/17/2022 0:00
20060609X00728 ,5/18/2022 0:00
20060602X00675 ,5/19/2022 0:00
20060607X00710 ,5/14/2022 0:00
20060608X00715 ,5/15/2022 0:00
20060628X00844 ,5/16/2022 0:00
20060623X00808 ,5/17/2022 0:00
20060523X00608 ,5/18/2022 0:00
20060522X00600 ,5/19/2022 0:00
20060523X00610 ,5/14/2022 0:00
20060602X00676 ,5/15/2022 0:00
20060601X00663 ,5/16/2022 0:00
20060531X00657 ,5/17/2022 0:00
20060609X00729 ,5/18/2022 0:00
20060608X00714 ,5/19/2022 0:00
20060606X00687 ,5/14/2022 0:00
20060516X00577 ,5/15/2022 0:00
20060519X00589 ,5/16/2022 0:00
20060831X01272 ,5/17/2022 0:00
20060721X00983 ,5/18/2022 0:00
20060626X00818 ,5/19/2022 0:00
20060523X00612 ,5/14/2022 0:00
20060522X00602 ,5/15/2022 0:00
20060518X00586 ,5/16/2022 0:00
20060519X00588 ,5/17/2022 0:00
20060616X00748 ,5/18/2022 0:00
20060612X00730 ,5/19/2022 0:00
20060519X00590 ,5/14/2022 0:00
20060531X00647 ,5/15/2022 0:00
20060522X00601 ,5/16/2022 0:00
20060511X00550 ,5/17/2022 0:00
20060516X00574 ,5/18/2022 0:00
20060609X00727 ,5/19/2022 0:00
20060619X00767 ,5/14/2022 0:00
20060621X00786 ,5/15/2022 0:00
20060626X00819 ,5/16/2022 0:00
20060519X00591 ,5/17/2022 0:00
20060621X00788 ,5/18/2022 0:00
20060607X00709 ,5/19/2022 0:00
20060607X00708 ,5/14/2022 0:00
20060511X00547 ,5/15/2022 0:00
20060517X00585 ,5/16/2022 0:00
20060620X00774 ,5/17/2022 0:00
20060522X00597 ,5/18/2022 0:00
20060512X00562 ,5/19/2022 0:00
20060602X00669 ,5/14/2022 0:00
20060607X00701 ,5/15/2022 0:00
20060607X00694 ,5/16/2022 0:00
20060531X00653 ,5/17/2022 0:00
20060601X00661 ,5/18/2022 0:00
20060621X00787 ,5/19/2022 0:00
20060607X00692 ,5/14/2022 0:00
20060608X00722 ,5/15/2022 0:00
20060627X00821 ,5/16/2022 0:00
20071127X01852 ,5/17/2022 0:00
20060602X00677 ,5/18/2022 0:00
20060721X00982 ,5/19/2022 0:00
20060516X00584 ,5/14/2022 0:00
20060627X00834 ,5/15/2022 0:00
20060531X00649 ,5/16/2022 0:00
20060525X00636 ,5/17/2022 0:00
20060525X00635 ,5/18/2022 0:00
20060522X00603 ,5/19/2022 0:00
20060510X00546 ,5/14/2022 0:00
20060511X00549 ,5/15/2022 0:00
20060512X00563 ,5/16/2022 0:00
20060531X00650 ,5/17/2022 0:00
