AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 NYC07CA050 , 11/26/2006 , VMC , Non-Fatal , Substantial ,120702
 CHI07CA028 , 11/26/2006 , VMC , Non-Fatal , Substantial ,77277
 CHI07CA030 , 11/26/2006 , VMC , Non-Fatal , Substantial ,84135
 NYC07WA039 , 11/26/2006 ,  , Fatal(1) , Destroyed ,39810
 LAX07LA048 , 11/26/2006 , VMC , Non-Fatal , Substantial ,28636
 LAX07FA049 , 11/26/2006 , VMC , Non-Fatal , Substantial ,119614
 DFW07LA027 , 11/26/2006 , VMC , Non-Fatal , Substantial ,12651
 DEN07WA028 , 11/26/2006 , VMC , Fatal(1) , Destroyed ,68370
 LAX07LA047 , 11/25/2006 , VMC , Fatal(1) , Substantial ,55039
 SEA07LA023 , 11/25/2006 , VMC , Non-Fatal , Substantial ,31075
 SEA07LA024 , 11/25/2006 , VMC , Non-Fatal , Substantial ,59279
 ATL07CA022 , 11/25/2006 , VMC , Non-Fatal , Substantial ,48732
 LAX07CA046 , 11/24/2006 , VMC , Non-Fatal , Substantial ,53180
 CHI07CA029 , 11/24/2006 , VMC , Non-Fatal , Substantial ,67954
 ATL07LA021 , 11/24/2006 , VMC , Non-Fatal , Substantial ,8392
 NYC07WA062 , 11/24/2006 ,  , Non-Fatal , Destroyed ,114716
 DFW07LA026 , 11/23/2006 , VMC , Fatal(2) , Destroyed ,107364
 LAX07LA045 , 11/23/2006 , VMC , Non-Fatal , Substantial ,71408
 MIA07WA022 , 11/23/2006 , VMC , Fatal(6) , Destroyed ,12810
 CHI07CA031 , 11/23/2006 , VMC , Non-Fatal , Substantial ,38887
 DFW07CA030 , 11/23/2006 , VMC , Non-Fatal , Substantial ,104589
 DFW07CA031 , 11/22/2006 , VMC , Non-Fatal , Substantial ,128857
 DFW07CA028 , 11/22/2006 , VMC , Non-Fatal , Substantial ,89318
 LAX07CA044 , 11/22/2006 , VMC , Non-Fatal , Substantial ,70877
 DFW07LA029 , 11/22/2006 , VMC , Non-Fatal , Substantial ,46286
 SEA07LA022 , 11/22/2006 , VMC , Non-Fatal , Substantial ,50074
 SEA07LA021 , 11/21/2006 , VMC , Fatal(1) , Substantial ,93205
 NYC07LA036 , 11/21/2006 , VMC , Non-Fatal , Substantial ,99910
 NYC07LA033 , 11/21/2006 , VMC , Non-Fatal , Substantial ,68804
 MIA07CA020 , 11/21/2006 , VMC , Non-Fatal , Substantial ,68097
 ATL07CA023 , 11/21/2006 , VMC , Non-Fatal , Substantial ,33132
 NYC07CA035 , 11/21/2006 , VMC , Non-Fatal , Substantial ,18687
 LAX07CA042 , 11/21/2006 , VMC , Non-Fatal , Substantial ,70854
 LAX07CA043 , 11/21/2006 , VMC , Non-Fatal , Substantial ,14900
 ATL07CA020 , 11/21/2006 , VMC , Non-Fatal , Substantial ,122868
 MIA07CA021 , 11/21/2006 , VMC , Non-Fatal , Substantial ,13766
 NYC07CA034 , 11/21/2006 , VMC , Non-Fatal , Substantial ,34887
 LAX07LA040 , 11/20/2006 , VMC , Non-Fatal , Substantial ,114212
 CHI07FA026 , 11/20/2006 , VMC , Fatal(1) , Destroyed ,36220
 LAX07LA039 , 11/19/2006 , VMC , Non-Fatal , Substantial ,123582
 DEN07CA026 , 11/19/2006 , VMC , Non-Fatal , Substantial ,93250
 MIA07CA019 , 11/19/2006 , VMC , Non-Fatal , Substantial ,68352
 LAX07CA038 , 11/19/2006 , VMC , Non-Fatal , Substantial ,101580
 MIA07CA018 , 11/18/2006 , VMC , Non-Fatal , Substantial ,62749
 ATL07CA019 , 11/18/2006 , VMC , Non-Fatal , Substantial ,80391
 MIA07TA017 , 11/18/2006 , VMC , Non-Fatal , Substantial ,78116
 NYC07LA030 , 11/18/2006 , VMC , Non-Fatal , Substantial ,69755
 SEA07LA020 , 11/18/2006 , VMC , Non-Fatal , Substantial ,105937
 CHI07IA067 , 11/18/2006 , VMC , Incident , Minor ,42314
 DCA07WA011 , 11/18/2006 ,  , Unavailable , Destroyed ,6698
 DCA07WA010 , 11/17/2006 ,  , Incident , Minor ,86967
 LAX07LA037 , 11/17/2006 , VMC , Fatal(1) , Substantial ,113902
 NYC07LA032 , 11/17/2006 , VMC , Non-Fatal , Substantial ,81505
 SEA07IA019 , 11/16/2006 , VMC , Incident ,  ,47140
 DEN07WA025 , 11/16/2006 , VMC , Fatal(1) , Destroyed ,29941
 CHI07CA025 , 11/16/2006 , VMC , Non-Fatal , Substantial ,33168
 LAX07CA036 , 11/15/2006 , VMC , Non-Fatal , Substantial ,99023
 SEA07LA018 , 11/15/2006 , VMC , Non-Fatal , Substantial ,118530
 NYC07FA029 , 11/15/2006 , VMC , Non-Fatal , Substantial ,102965
 CHI07LA024 , 11/15/2006 , VMC , Fatal(1) , Substantial ,112161
 LAX07FA035 , 11/14/2006 , VMC , Fatal(3) , Destroyed ,64880
 SEA07LA017 , 11/14/2006 , VMC , Non-Fatal , Substantial ,6048
 CHI07CA023 , 11/14/2006 , VMC , Non-Fatal , Substantial ,105507
 MIA07CA016 , 11/14/2006 , VMC , Non-Fatal , Substantial ,81958
 MIA07CA015 , 11/13/2006 , VMC , Non-Fatal , Substantial ,14035
 DEN07CA023 , 11/13/2006 , VMC , Non-Fatal , Substantial ,59693
 LAX07LA032 , 11/13/2006 , VMC , Fatal(2) , Destroyed ,126352
 DEN07LA024 , 11/13/2006 , VMC , Non-Fatal , Substantial ,81477
 CHI07FA022 , 11/13/2006 , VMC , Fatal(5) , Destroyed ,114522
 NYC07LA027 , 11/12/2006 , VMC , Fatal(1) , Substantial ,15301
 DFW07LA024 , 11/12/2006 , VMC , Non-Fatal , Substantial ,31376
 LAX07LA031 , 11/12/2006 , VMC , Non-Fatal , Substantial ,119992
 DFW07FA023 , 11/11/2006 , VMC , Fatal(2) , Destroyed ,84590
 DFW07CA025 , 11/11/2006 , VMC , Non-Fatal , Substantial ,119361
 NYC07CA028 , 11/11/2006 , VMC , Non-Fatal , Substantial ,80796
 LAX07CA034 , 11/11/2006 , VMC , Non-Fatal , Substantial ,91342
 NYC07FA025 , 11/11/2006 , VMC , Fatal(1) , Substantial ,42654
 MIA07LA013 , 11/11/2006 , VMC , Non-Fatal , Substantial ,82573
 MIA07LA014 , 11/11/2006 , VMC , Non-Fatal , Substantial ,57893
 ATL07LA016 , 11/10/2006 , VMC , Non-Fatal , Substantial ,85766
 NYC07LA026 , 11/10/2006 , VMC , Fatal(1) , Substantial ,68973
 ATL07CA017 , 11/10/2006 , VMC , Non-Fatal , Substantial ,5360
 ATL07CA018 , 11/09/2006 , VMC , Non-Fatal , Substantial ,96948
 SEA07FA016 , 11/09/2006 , VMC , Fatal(1) , Substantial ,99472
 DEN07FA022 , 11/08/2006 , VMC , Fatal(1) , Destroyed ,76581
 NYC07CA024 , 11/08/2006 , VMC , Non-Fatal , Substantial ,92521
 DCA07WA016 , 11/08/2006 ,  , Incident , Minor ,32050
 LAX07CA030 , 11/07/2006 , VMC , Non-Fatal , Substantial ,10573
 CHI07FA020A , 11/07/2006 , IMC , Non-Fatal , Minor ,34052
 DFW07LA022A , 11/07/2006 , VMC , Non-Fatal , Substantial ,13311
 DFW07LA022B , 11/07/2006 , VMC , Non-Fatal , Minor ,76222
 CHI07LA021A , 11/07/2006 , VMC , Non-Fatal , Minor ,60161
 CHI07LA021B , 11/07/2006 , VMC , Non-Fatal , Substantial ,73341
 CHI07FA020B , 11/07/2006 , IMC , Non-Fatal , Substantial ,62348
 DCA07WA009 , 11/07/2006 ,  , Incident , Minor ,22356
 NYC07IA023 , 11/07/2006 , VMC , Incident , Minor ,779
 ATL07LA014 , 11/06/2006 , VMC , Fatal(1) , Substantial ,580
 DEN07IA021A , 11/06/2006 , VMC , Incident , Minor ,128318
 DEN07IA021B , 11/06/2006 , VMC , Incident , Minor ,53786
 DEN07LA020 , 11/06/2006 , VMC , Fatal(1) , Destroyed ,20949
 ANC07FA006 , 11/05/2006 , VMC , Fatal(1) , Substantial ,59381
 DFW07FA019 , 11/05/2006 , VMC , Fatal(2) , Destroyed ,6474
 MIA07CA012 , 11/05/2006 , VMC , Non-Fatal , Substantial ,45916
 LAX07CA028 , 11/05/2006 , VMC , Non-Fatal , Substantial ,110324
 DEN07CA019 , 11/05/2006 , VMC , Non-Fatal , Substantial ,60718
 NYC07LA022 , 11/05/2006 , VMC , Fatal(1) , Substantial ,63336
 LAX07TA029 , 11/05/2006 , VMC , Non-Fatal , Substantial ,76995
 LAX07FA026 , 11/04/2006 , VMC , Fatal(2) , Destroyed ,12469
 ATL07CA015 , 11/04/2006 , VMC , Non-Fatal , Destroyed ,114344
 DFW07FA020 , 11/04/2006 , VMC , Fatal(3) , Destroyed ,117487
 CHI07LA018 , 11/03/2006 , VMC , Non-Fatal , Substantial ,107431
 MIA07WA023 , 11/03/2006 , VMC , Fatal(1) , Destroyed ,62395
 NYC07LA021 , 11/02/2006 , VMC , Non-Fatal , Substantial ,33076
 CHI07FA016 , 11/02/2006 , VMC , Fatal(1) , Substantial ,14682
 SEA07FA014 , 11/02/2006 , VMC , Non-Fatal , Substantial ,27482
 LAX07LA025 , 11/02/2006 , VMC , Fatal(2) , Substantial ,32076
 LAX07LA027 , 11/01/2006 , VMC , Fatal(2) , Destroyed ,44460
 MIA07FA011 , 11/01/2006 , VMC , Fatal(2) , Destroyed ,110660
 LAX07WA033 , 11/01/2006 , VMC , Non-Fatal , Substantial ,77063
 MIA07FA005 , 11/01/2006 , VMC , Non-Fatal , Substantial ,124303
 NYC07LA017 , 10/31/2006 , VMC , Non-Fatal , Substantial ,29768
 NYC07LA020 , 10/31/2006 , VMC , Non-Fatal , Substantial ,2716
 DFW07LA021 , 10/31/2006 , VMC , Non-Fatal , Substantial ,94693
 NYC07LA018 , 10/31/2006 , VMC , Non-Fatal ,  ,5918
 SEA07LA013 , 10/31/2006 , VMC , Non-Fatal , Substantial ,37178
 NYC07CA016 , 10/31/2006 , VMC , Non-Fatal , Substantial ,71827
 NYC07CA019 , 10/31/2006 , VMC , Non-Fatal , Substantial ,87504
 DFW07LA017 , 10/30/2006 , VMC , Non-Fatal , Substantial ,36725
 DCA07IA008 , 10/30/2006 , VMC , Incident ,  ,42618
 DEN07WA018 , 10/30/2006 , VMC , Fatal(1) , Destroyed ,62700
 WAS07RA004 , 10/29/2006 , IMC , Fatal(96) , Destroyed ,11492
 CHI07LA010 , 10/29/2006 , VMC , Non-Fatal , Substantial ,74071
 NYC07CA014 , 10/29/2006 , VMC , Non-Fatal , Substantial ,121785
 CHI07CA019 , 10/29/2006 , VMC , Non-Fatal , Substantial ,3340
 CHI07CA012 , 10/28/2006 , VMC , Non-Fatal , Substantial ,95223
 LAX07LA023 , 10/28/2006 , VMC , Fatal(1) , Destroyed ,25675
 LAX07LA022 , 10/28/2006 , VMC , Non-Fatal , Substantial ,43167
 NYC07IA015 , 10/28/2006 , VMC , Incident ,  ,16323
 CHI07LA013 , 10/28/2006 , VMC , Non-Fatal , Substantial ,117329
 ATL07FA013 , 10/27/2006 , IMC , Fatal(2) , Substantial ,75001
 LAX07LA019 , 10/27/2006 , VMC , Non-Fatal , Substantial ,22250
 DFW07CA014 , 10/27/2006 , IMC , Non-Fatal , Destroyed ,78182
 NYC07CA013 , 10/27/2006 , VMC , Non-Fatal , Substantial ,11406
 CHI07CA014 , 10/27/2006 , VMC , Non-Fatal , Substantial ,2718
 CHI07FA009 , 10/26/2006 , IMC , Fatal(1) , Substantial ,114009
 DFW07LA016 , 10/26/2006 , VMC , Non-Fatal , Substantial ,3765
 DFW07CA015 , 10/26/2006 , VMC , Non-Fatal , Substantial ,124983
 DEN07WA016 , 10/26/2006 , VMC , Fatal(5) , Destroyed ,17334
 WAS07WA003 , 10/25/2006 , VMC , Fatal(6) , Destroyed ,15858
 LAX07FA021 , 10/25/2006 , VMC , Fatal(4) , Destroyed ,122045
 CHI07IA017 , 10/24/2006 , VMC , Incident ,  ,60763
 SEA07FA012 , 10/24/2006 , IMC , Fatal(1) , Destroyed ,111866
 DEN07CA014 , 10/24/2006 , VMC , Non-Fatal , Substantial ,40141
 DEN07CA015 , 10/23/2006 , VMC , Non-Fatal , Substantial ,79496
 LAX07LA020 , 10/23/2006 , VMC , Non-Fatal , Substantial ,80285
 LAX07LA024 , 10/23/2006 , VMC , Non-Fatal , Substantial ,15845
 DEN07IA027 , 10/23/2006 , VMC , Incident ,  ,54699
 LAX07LA017 , 10/22/2006 , VMC , Fatal(2) , Substantial ,112248
 DFW07LA011 , 10/22/2006 , IMC , Non-Fatal , Destroyed ,65280
 ATL07FA010 , 10/22/2006 , IMC , Fatal(2) , Substantial ,5272
 NYC07LA011 , 10/22/2006 , IMC , Fatal(1) , Substantial ,92667
 LAX07LA016 , 10/22/2006 , VMC , Non-Fatal , Substantial ,44037
 ANC07CA004 , 10/22/2006 , VMC , Non-Fatal , Substantial ,23108
 SEA07CA010 , 10/22/2006 , VMC , Non-Fatal , Substantial ,34608
 CHI07LA011 , 10/22/2006 , VMC , Non-Fatal , Substantial ,100454
 DFW07FA007 , 10/22/2006 , VMC , Fatal(1) , Substantial ,87653
 MIA07CA010 , 10/22/2006 , VMC , Non-Fatal , Substantial ,33537
 MIA07LA009 , 10/21/2006 , VMC , Fatal(2) , Substantial ,81946
 DFW07FA008 , 10/21/2006 , VMC , Fatal(1) , Destroyed ,123899
 SEA07LA009 , 10/21/2006 , VMC , Non-Fatal , Substantial ,39315
 DFW07LA010 , 10/21/2006 , VMC , Non-Fatal , Substantial ,27231
 DFW07LA009 , 10/21/2006 , VMC , Non-Fatal , Substantial ,82339
 MIA07CA008 , 10/21/2006 , VMC , Non-Fatal , Substantial ,58336
 ATL07LA012 , 10/21/2006 , VMC , Non-Fatal , Substantial ,95528
 MIA07CA007 , 10/20/2006 , VMC , Non-Fatal , Substantial ,112689
 LAX07LA015 , 10/20/2006 , VMC , Non-Fatal , Substantial ,44791
 SEA07CA015 , 10/20/2006 , VMC , Non-Fatal , Substantial ,43199
 LAX07CA018 , 10/20/2006 , VMC , Non-Fatal , Substantial ,101778
 NYC07CA010 , 10/19/2006 , VMC , Non-Fatal , Substantial ,52919
 NYC07FA009 , 10/19/2006 , VMC , Fatal(2) , Destroyed ,57137
 LAX07IA014 , 10/19/2006 , VMC , Incident ,  ,54778
 WAS07WA001 , 10/19/2006 , VMC , Fatal(2) , Destroyed ,9180
 LAX07FA012 , 10/18/2006 , VMC , Fatal(5) , Destroyed ,11800
 LAX07LA011 , 10/18/2006 , VMC , Non-Fatal , Substantial ,61861
 DEN07WA012 , 10/18/2006 , VMC , Fatal(4) , Destroyed ,72385
 DFW07LA006 , 10/18/2006 , VMC , Non-Fatal , Substantial ,59479
 DFW07WA005 , 10/17/2006 ,  , Fatal(3) , Destroyed ,8166
 CHI07TA015 , 10/16/2006 , IMC , Non-Fatal , Substantial ,9920
 DEN07CA013 , 10/16/2006 , VMC , Non-Fatal , Substantial ,10242
 LAX07CA010 , 10/15/2006 , VMC , Non-Fatal , Substantial ,53309
 DFW07CA012 , 10/15/2006 , VMC , Non-Fatal , Substantial ,98344
 DEN07CA009 , 10/15/2006 , VMC , Non-Fatal , Substantial ,103158
 DEN07CA011 , 10/15/2006 , VMC , Non-Fatal , Substantial ,51261
 NYC07LA008 , 10/15/2006 , VMC , Fatal(1) , Substantial ,40567
 DFW07FA004 , 10/15/2006 , IMC , Fatal(4) , Destroyed ,50292
 ATL07CA009 , 10/14/2006 , VMC , Non-Fatal , Substantial ,40140
 NYC07FA007 , 10/14/2006 , VMC , Fatal(1) , Destroyed ,122949
 ATL07CA011 , 10/13/2006 , VMC , Non-Fatal , Substantial ,57492
 LAX07CA009 , 10/13/2006 , VMC , Non-Fatal , Substantial ,80692
 ANC07LA003 , 10/13/2006 , IMC , Non-Fatal , Substantial ,73879
 LAX07IA008 , 10/13/2006 , VMC , Incident ,  ,83983
 DEN07WA010 , 10/13/2006 ,  , Unavailable , Destroyed ,7004
 ATL07CA008 , 10/13/2006 , VMC , Non-Fatal , Substantial ,55123
 MIA07WA006 , 10/13/2006 , VMC , Fatal(6) , Destroyed ,104400
 SEA07LA011 , 10/12/2006 , VMC , Non-Fatal , Substantial ,44352
 NYC07LA006 , 10/12/2006 , VMC , Non-Fatal , Substantial ,111708
 LAX07CA006 , 10/12/2006 , VMC , Non-Fatal , Substantial ,13306
 DFW07CA013 , 10/12/2006 , VMC , Non-Fatal , Substantial ,37246
 SEA07CA008 , 10/12/2006 , VMC , Non-Fatal , Substantial ,31219
 ATL07CA006 , 10/12/2006 , VMC , Non-Fatal , Substantial ,14315
 CHI07CA008 , 10/12/2006 , VMC , Non-Fatal , Substantial ,26882
 DEN07CA007 , 10/11/2006 , VMC , Non-Fatal , Substantial ,2011
 ATL07CA007 , 10/11/2006 , VMC , Non-Fatal , Substantial ,62931
 MIA07CA004 , 10/11/2006 , VMC , Non-Fatal , Substantial ,12620
 MIA07CA003 , 10/11/2006 , VMC , Non-Fatal , Substantial ,58402
 SEA07LA007 , 10/11/2006 , VMC , Non-Fatal , Substantial ,9070
 DEN07FA008 , 10/11/2006 , VMC , Non-Fatal , Substantial ,117902
 DCA07MA003 , 10/11/2006 , VMC , Fatal(2) , Destroyed ,42068
 DFW07WA002 , 10/11/2006 ,  , Fatal(4) , Destroyed ,127591
 WAS07WA002 , 10/10/2006 , IMC , Fatal(3) , Destroyed ,26729
 DEN07WA006 , 10/10/2006 , VMC , Non-Fatal , Substantial ,11653
 CHI07CA007 , 10/10/2006 , VMC , Non-Fatal , Substantial ,127948
 DCA07WA002 , 10/10/2006 ,  , Fatal(4) , Destroyed ,44573
 CHI07CA006 , 10/09/2006 , VMC , Non-Fatal , Substantial ,95812
 ANC07CA005 , 10/09/2006 , VMC , Non-Fatal , Substantial ,110437
 ANC07LA001 , 10/09/2006 , VMC , Non-Fatal , Substantial ,100494
 ATL07FA005 , 10/09/2006 , IMC , Fatal(1) , Destroyed ,3927
 NYC07FA003 , 10/09/2006 , VMC , Fatal(2) , Substantial ,126303
 ENG07RA001 , 10/09/2006 ,  , Incident ,  ,39516
 DEN07LA040 , 10/09/2006 , IMC , Non-Fatal , Substantial ,29190
 CHI07LA005A , 10/08/2006 , VMC , Non-Fatal , Substantial ,48927
 CHI07LA005B , 10/08/2006 , VMC , Non-Fatal , Minor ,53704
 DEN07WA005 , 10/08/2006 , VMC , Non-Fatal , Substantial ,101255
 SEA07FA006 , 10/08/2006 , VMC , Fatal(1) , Substantial ,44074
 LAX07LA005 , 10/08/2006 , VMC , Non-Fatal , Substantial ,18828
 LAX07LA004 , 10/08/2006 , VMC , Non-Fatal , Substantial ,14779
 ATL07CA003 , 10/08/2006 , VMC , Non-Fatal , Substantial ,70538
 CHI07CA004 , 10/08/2006 , VMC , Non-Fatal , Substantial ,68712
 NYC07CA002 , 10/07/2006 , VMC , Non-Fatal , Substantial ,125078
 MIA07CA002 , 10/07/2006 , VMC , Non-Fatal , Substantial ,56837
 ATL07LA004 , 10/07/2006 , VMC , Non-Fatal , Substantial ,535
 MIA07WA001 , 10/07/2006 , VMC , Non-Fatal , Destroyed ,82593
 DFW07IA018 , 10/06/2006 , VMC , Incident , Minor ,98837
 SEA07LA005 , 10/06/2006 , VMC , Non-Fatal , Substantial ,51514
 LAX07LA003 , 10/06/2006 , VMC , Fatal(2) , Destroyed ,21371
 ATL07FA002 , 10/06/2006 , VMC , Fatal(4) , Destroyed ,70635
 DFW07CA001 , 10/06/2006 , VMC , Non-Fatal , Substantial ,23763
 LAX07CA013 , 10/06/2006 , VMC , Non-Fatal , Substantial ,59270
 LAX07CA007 , 10/06/2006 , VMC , Non-Fatal , Substantial ,101078
 NYC07CA004 , 10/06/2006 , VMC , Non-Fatal , Substantial ,105265
 DFW07CA003 , 10/05/2006 , VMC , Non-Fatal , Substantial ,8336
 SEA07CA003 , 10/05/2006 , VMC , Non-Fatal , Substantial ,127882
 CHI07CA003 , 10/05/2006 , VMC , Non-Fatal , Substantial ,106903
 SEA07LA004 , 10/05/2006 , VMC , Non-Fatal , Substantial ,63272
 DEN07WA004 , 10/05/2006 , VMC , Non-Fatal , Destroyed ,27469
 ANC07WA002 , 10/05/2006 , VMC , Non-Fatal , Substantial ,37278
 ATL07LA001 , 10/04/2006 , VMC , Non-Fatal , Destroyed ,103939
 DEN07FA003 , 10/04/2006 , VMC , Fatal(1) , Substantial ,125917
 DEN07FA002 , 10/03/2006 , VMC , Non-Fatal , Substantial ,45151
 NYC07LA001 , 10/03/2006 , VMC , Non-Fatal , Substantial ,48571
 LAX07LA002 , 10/02/2006 , VMC , Non-Fatal , Substantial ,55034
 CHI07LA002 , 10/02/2006 , VMC , Non-Fatal , Substantial ,123286
 LAX07TA001 , 10/01/2006 , VMC , Non-Fatal , Substantial ,45820
 SEA07LA002 , 10/01/2006 , VMC , Non-Fatal , Substantial ,75634
 SEA07LA001 , 10/01/2006 , VMC , Non-Fatal , Substantial ,5394
 DEN07CA001 , 10/01/2006 , VMC , Non-Fatal , Substantial ,55260
 CHI07CA001 , 10/01/2006 , VMC , Non-Fatal , Substantial ,66454
 CHI06CA277 , 09/30/2006 , VMC , Non-Fatal , Substantial ,69515
 ATL06LA133 , 09/30/2006 , VMC , Non-Fatal , Substantial ,75683
 ANC06LA144 , 09/30/2006 , VMC , Non-Fatal , Substantial ,91702
 NYC06CA232 , 09/30/2006 , VMC , Non-Fatal , Substantial ,72511
 DCA06RA076B , 09/29/2006 , IMC , Fatal(154) , Minor ,51410
 DCA06RA076A , 09/29/2006 , IMC , Fatal(154) , Destroyed ,33234
 NYC06LA231 , 09/29/2006 , VMC , Non-Fatal , Substantial ,66310
 DFW06CA217 , 09/29/2006 , VMC , Non-Fatal , Substantial ,18582
 CHI06CA274 , 09/29/2006 , VMC , Non-Fatal , Substantial ,46352
 ATL06CA131 , 09/29/2006 , VMC , Non-Fatal , Substantial ,79425
 SEA06CA191 , 09/29/2006 , VMC , Non-Fatal , Substantial ,87697
 ATL06CA132 , 09/28/2006 , VMC , Non-Fatal , Substantial ,50049
 DFW06LA216 , 09/28/2006 , VMC , Fatal(1) , Substantial ,9491
 CHI06LA273 , 09/28/2006 , VMC , Non-Fatal , Destroyed ,66943
 NYC06FA230 , 09/27/2006 , VMC , Fatal(1) , Destroyed ,82689
 SEA06CA190 , 09/27/2006 , VMC , Non-Fatal , Substantial ,117735
 LAX06CA299 , 09/27/2006 , VMC , Non-Fatal , Substantial ,102662
 CHI06CA272 , 09/26/2006 , VMC , Non-Fatal , Substantial ,83558
 DEN06CA134 , 09/26/2006 , VMC , Non-Fatal , Substantial ,54317
 NYC06IA229 , 09/26/2006 , VMC , Incident , Minor ,106705
 ATL06LA130 , 09/25/2006 , VMC , Non-Fatal , Substantial ,41341
 CHI06FA269 , 09/24/2006 , VMC , Fatal(1) , Substantial ,65710
 LAX06CA303 , 09/24/2006 , VMC , Non-Fatal , Substantial ,74694
 LAX06FA304 , 09/24/2006 , VMC , Fatal(2) , Destroyed ,82867
 SEA06CA189 , 09/24/2006 , VMC , Non-Fatal , Substantial ,50783
 ANC06CA138 , 09/24/2006 , VMC , Non-Fatal , Substantial ,119217
 DFW06CA213 , 09/24/2006 , VMC , Non-Fatal , Substantial ,38621
 ANC06WA139 , 09/24/2006 , VMC , Fatal(1) , Destroyed ,35067
 SEA06CA186 , 09/23/2006 , VMC , Non-Fatal , Substantial ,36685
 DFW06CA212 , 09/23/2006 , VMC , Non-Fatal , Substantial ,7545
 DFW06CA214 , 09/23/2006 , VMC , Non-Fatal , Substantial ,123616
 ATL06FA129 , 09/23/2006 , VMC , Fatal(3) , Substantial ,32976
 ANC06LA137 , 09/23/2006 , VMC , Non-Fatal , Substantial ,33841
 SEA06LA188 , 09/23/2006 , VMC , Non-Fatal , Substantial ,22331
 CHI06FA264 , 09/22/2006 , VMC , Fatal(1) , Substantial ,127202
 CHI06LA268 , 09/22/2006 , VMC , Fatal(1) , Destroyed ,8321
 DCA06WA075 , 09/22/2006 ,  , Incident , Minor ,5423
 SEA06CA187 , 09/22/2006 , VMC , Non-Fatal , Substantial ,104937
 DEN06WA133A , 09/22/2006 , VMC , Fatal(1) , Substantial ,49789
 DEN06WA133B , 09/22/2006 , VMC , Fatal(1) , Destroyed ,27394
 NYC06LA228 , 09/22/2006 , VMC , Non-Fatal , Destroyed ,129217
 SEA06LA185 , 09/22/2006 , VMC , Non-Fatal , Substantial ,124162
 MIA06WA137 , 09/22/2006 ,  , Incident , Minor ,85588
 MIA06WA138 , 09/22/2006 , VMC , Fatal(1) , Destroyed ,57903
 CHI06CA270 , 09/21/2006 , VMC , Non-Fatal , Substantial ,17210
 ANC06FA136 , 09/21/2006 , VMC , Fatal(1) , Substantial ,88058
 NYC06LA227 , 09/20/2006 , VMC , Fatal(2) , Destroyed ,58086
 SEA06LA184 , 09/20/2006 , VMC , Fatal(1) , Substantial ,17220
 LAX06LA298 , 09/20/2006 , VMC , Non-Fatal , Substantial ,86697
 ATL06CA128 , 09/20/2006 , VMC , Non-Fatal , Substantial ,29977
 ANC06CA135 , 09/19/2006 , VMC , Non-Fatal , Destroyed ,66569
 NYC06LA224 , 09/19/2006 , VMC , Non-Fatal ,  ,83438
 ATL06LA127 , 09/19/2006 , VMC , Non-Fatal , Substantial ,55613
 LAX06WA300 , 09/19/2006 , VMC , Non-Fatal , Substantial ,18893
 DCA06WA073 , 09/18/2006 ,  , Incident ,  ,47966
 SEA06LA193 , 09/18/2006 , VMC , Non-Fatal , Substantial ,93052
 ANC06CA133 , 09/18/2006 , VMC , Non-Fatal , Substantial ,56926
 LAX06CA295 , 09/18/2006 , VMC , Non-Fatal , Substantial ,69257
 LAX06CA296 , 09/18/2006 , VMC , Non-Fatal , Substantial ,34449
 MIA06CA139 , 09/17/2006 , VMC , Non-Fatal , Substantial ,97510
 LAX06CA297 , 09/17/2006 , VMC , Non-Fatal , Substantial ,28818
 CHI06LA263 , 09/17/2006 , VMC , Non-Fatal , Substantial ,89805
 NYC06CA225 , 09/17/2006 , VMC , Non-Fatal , Substantial ,37754
 DCA06WA074 , 09/17/2006 ,  , Incident , Minor ,3024
 CHI06WA280 , 09/17/2006 , VMC , Fatal(1) , Destroyed ,121173
 CHI06CA266 , 09/16/2006 , VMC , Non-Fatal , Substantial ,12171
 NYC06LA223 , 09/16/2006 , IMC , Non-Fatal ,  ,114682
 ANC06LA140 , 09/16/2006 , VMC , Non-Fatal , Substantial ,66576
 SEA06CA192 , 09/16/2006 , VMC , Non-Fatal , Substantial ,44773
 LAX06CA294 , 09/15/2006 , VMC , Non-Fatal , Destroyed ,74985
 ANC06FA131 , 09/15/2006 , IMC , Fatal(2) , Destroyed ,48993
 DEN06FA131 , 09/15/2006 , VMC , Fatal(2) , Destroyed ,33170
 DEN06FA132 , 09/15/2006 , VMC , Fatal(4) , Destroyed ,93202
 DFW06CA215 , 09/15/2006 , VMC , Non-Fatal , Substantial ,94094
 DFW06WA211 , 09/15/2006 , VMC , Fatal(1) , Destroyed ,66938
 CHI06CA267 , 09/15/2006 , VMC , Non-Fatal , Substantial ,70061
 DCA06WA072 , 09/14/2006 ,  , Unavailable , Substantial ,45500
 DEN06GA128 , 09/14/2006 , VMC , Fatal(2) , Destroyed ,120551
 CHI06LA262 , 09/14/2006 , VMC , Non-Fatal , Substantial ,111227
 SEA06CA183 , 09/13/2006 , VMC , Non-Fatal , Substantial ,22277
 SEA06CA181 , 09/13/2006 , VMC , Non-Fatal , Substantial ,118110
 DEN06CA127 , 09/13/2006 , VMC , Non-Fatal , Substantial ,127726
 NYC07WA089 , 09/13/2006 , VMC , Fatal(3) , Destroyed ,83378
 CHI06WA271 , 09/13/2006 ,  , Non-Fatal , Substantial ,116396
